Date,Day,Answer,Clue,Dir
29 Sep 18,Sat,Tear to shreds,"Have a really ripping time, no doubt",D
29 Sep 18,Sat,Nib,Container set up for writer,D
29 Sep 18,Sat,Polite,Cultivated it in extremity of Earth,D
29 Sep 18,Sat,Table wine,Belie want of drink with meal,D
29 Sep 18,Sat,Exact,Rigorous former spouse to take the stage,D
29 Sep 18,Sat,Heart's desire,What one wants deep down is sheer trade reform,D
29 Sep 18,Sat,Rower,One who makes a commotion in a boat-race?,D
29 Sep 18,Sat,Great deal,Considerable amount involved in big business transaction,D
29 Sep 18,Sat,Hitch,Knot causes temporary stoppage,D
29 Sep 18,Sat,Limpet,Real clinger allowed mischievous child in,D
29 Sep 18,Sat,Gloat,"Attack 50 inside, and feast eyes in triumph",D
29 Sep 18,Sat,Tar,Sailor picks up deserter,D
01 Oct 18,Mon,Riddle,The puzzle takes some sifting,A
01 Oct 18,Mon,Stir up,Agitate when prison has been built?,A
01 Oct 18,Mon,Cast-iron alibi,Solicit a brain for proof of non-involvement,A
01 Oct 18,Mon,Swagger,Sort of gait of one carrying off his booty?,A
01 Oct 18,Mon,Lower,Let down a person with a debt of a pound,A
01 Oct 18,Mon,Afoot,An extremity on the move,A
01 Oct 18,Mon,Prays,"Laud, we hear, when makes supplication",A
01 Oct 18,Mon,Poise,Self-possession of one in assumed attitude,A
01 Oct 18,Mon,Tactile,Diplomacy to lie about - a matter of touch,A
01 Oct 18,Mon,Round of drinks,Beverages for a circle of acquaintances,A
01 Oct 18,Mon,Sweden,Country south-west of Paradise,A
01 Oct 18,Mon,Berlin,"In September, links will be made with this city",A
01 Oct 18,Mon,Recess,Space set back for a vacation?,D
01 Oct 18,Mon,Dismal failure,Afraid ill muse could bring fiasco,D
01 Oct 18,Mon,Lying,Certainly not upright or truthful,D
01 Oct 18,Mon,Trawler,It is intended to make a net profit,D
01 Oct 18,Mon,Railway signal,It gives directions along certain lines,D
01 Oct 18,Mon,Priory,Earlier youth leader in monastery,D
01 Oct 18,Mon,Board,There's nothing in a poet getting food served,D
01 Oct 18,Mon,Overdue,Time for a change of bowler? Past time!,D
01 Oct 18,Mon,Sparks,Radio operator from Flint?,D
01 Oct 18,Mon,Stuff,"Cram with material, perhaps",D
01 Oct 18,Mon,Reason,Argue about a boy,D
01 Oct 18,Mon,Circe,Mythical enchantress removed 50 from ring,D
02 Oct 18,Tue,Wheatear,Aware the bird looks different,A
02 Oct 18,Tue,Dram,A tipple for mother about the start of the revelry,A
02 Oct 18,Tue,Bone-yard,Is it maintained by a skeleton staff?,A
02 Oct 18,Tue,Witan,I want to reform Parliament,A
02 Oct 18,Tue,Dismiss,Reject an order to fall out,A
02 Oct 18,Tue,Breed of cattle,Neat variety,A
02 Oct 18,Tue,Latitude,Angular distance requires certain breadth in interpretation,A
02 Oct 18,Tue,Neap,"The tide comes in the mine, apparently",A
02 Oct 18,Tue,Termini,Ends an interim arrangement,A
02 Oct 18,Tue,Fiend,One brought in to ward off the Devil,A
02 Oct 18,Tue,Restores,Renovates the others with crude materials,A
02 Oct 18,Tue,Serenade,Amorous air is composed about the present time,A
02 Oct 18,Tue,Harrier,He continually pesters a long-distance runner,D
02 Oct 18,Tue,Assuage,Soften minced sausage,D
02 Oct 18,Tue,A word of advice,What counsel is!,D
02 Oct 18,Tue,Realist,The engineer has an inclination to be a practical type,D
02 Oct 18,Tue,Modiste,It's strangely in fashion for the dressmaker,D
02 Oct 18,Tue,Persia,Aspire to transforming the old country,D
02 Oct 18,Tue,Bolster,Capital support for one who has retired,D
02 Oct 18,Tue,Extorts,Compels one to pay for an alternative in false texts,D
02 Oct 18,Tue,Detail,Those who attend to the minutiae go into this unit,D
02 Oct 18,Tue,Tension,One isn't disturbed by strained relations,D
02 Oct 18,Tue,Learned,Fifty deserved reward for being erudite,D
03 Oct 18,Wed,Ploughshare,"As rough help, one could be used on the farm",A
03 Oct 18,Wed,Rivulet,Little flower,A
03 Oct 18,Wed,Reign,The head of the government comes in to control and rule,A
03 Oct 18,Wed,Jaded,Poor hack neat the end of the road is worn out,A
03 Oct 18,Wed,Armoire,Cupboard requiring more air?,A
03 Oct 18,Wed,Cleans,Polishes various lances,A
03 Oct 18,Wed,Nought,A certain point should be zero,A
03 Oct 18,Wed,Imagine,Fancy having an icon round at home,A
03 Oct 18,Wed,Slack,Loose description of small coal,A
03 Oct 18,Wed,Noise,I will be trapped in one's dreadful row,A
03 Oct 18,Wed,Cartoon,Drawing a wagon with nothing on,A
03 Oct 18,Wed,Well-ordered,Properly arranged water supply requisitioned,A
03 Oct 18,Wed,Lived,Survived when the fiend turned up,D
03 Oct 18,Wed,Unladen,Yet to be charged,D
03 Oct 18,Wed,Hit-man,Member of the gang who goes on strike?,D
03 Oct 18,Wed,Harem,In which a remarkable number of females may be seen,D
03 Oct 18,Wed,Raiding,Travelling round the capital of Albania making inroads,D
03 Oct 18,Wed,Projections,"As geographical representations, they're outstanding",D
03 Oct 18,Wed,Undertaking,Making a contract to deal with somebody,D
03 Oct 18,Wed,Examine,"Inspect what was once a source of diamonds, maybe",D
03 Oct 18,Wed,Observe,Unusually verbose notice,D
03 Oct 18,Wed,Fencer,One who is foiled by the barrier on the right,D
03 Oct 18,Wed,Ideal,What one says after shuffling the pack couldn't be better,D
03 Oct 18,Wed,Alone,Sounds like an advance in isolation,D
04 Oct 18,Thu,Cant,Cannot be reduced to insincere talk,A
04 Oct 18,Thu,Spoonful,Pool's fun when played in small measure,A
04 Oct 18,Thu,Diva,Eager for the return of the prima donna,A
04 Oct 18,Thu,Barnacle,Ban Clare's outing to find a crustacean,A
04 Oct 18,Thu,Victoria plum,Winner took the road back over a lump of fruit,A
04 Oct 18,Thu,Reside,New desire to live,A
04 Oct 18,Thu,Staple,Fastener for broken plates,A
04 Oct 18,Thu,Simultaneous,Must I use loan up at the same time?,A
04 Oct 18,Thu,Redskins,Risk to send out for Washington team,A
04 Oct 18,Thu,Beer,Insect with the right drink,A
04 Oct 18,Thu,Leap year,Lay a peer out another day,A
04 Oct 18,Thu,Used,Second-hand dealer sued,A
04 Oct 18,Thu,Cadavers,Bounder claims to have corpses,D
04 Oct 18,Thu,Novices,Beginners without bad habits?,D
04 Oct 18,Thu,Placid,Mountain-climbing police are calm,D
04 Oct 18,Thu,Omnipotent,"Top men into position, being all-powerful",D
04 Oct 18,Thu,Fichu,If returning to church wear a high-class shawl,D
04 Oct 18,Thu,Lied,Was untruthful about song,D
04 Oct 18,Thu,Cold turkey,What the drug addict has on Boxing Day?,D
04 Oct 18,Thu,Censured,"Church certain to be in extreme need, having been criticised",D
04 Oct 18,Thu,Prowess,Character on the bow shows great skill,D
04 Oct 18,Thu,Stanza,Man returns the book of verse,D
04 Oct 18,Thu,India,Help Northern Ireland revert to another place,D
04 Oct 18,Thu,Oral,Spoken part of Beethoven's Pastoral Symphony,D
05 Oct 18,Fri,Whistling,Making a noise to get a game with Heather,A
05 Oct 18,Fri,Opus,Work at preparing soup,A
05 Oct 18,Fri,Splendour,The magnificence of old prunes,A
05 Oct 18,Fri,Shorts,Films trousers,A
05 Oct 18,Fri,Spree,Peers out at a romp,A
05 Oct 18,Fri,Leave,Permission to go,A
05 Oct 18,Fri,Ramp,Pram taken around sloping path,A
05 Oct 18,Fri,Rebus,Puzzle concerning a vehicle,A
05 Oct 18,Fri,Tool,Implement the return of money,A
05 Oct 18,Fri,Aster,Flower festival doesn't get started,A
05 Oct 18,Fri,Nudge,Prod the first guest in the nude,A
05 Oct 18,Fri,Barnum,Prohibit the miners going to the showman,A
05 Oct 18,Fri,Contrived,Managed to be artificial,A
05 Oct 18,Fri,Mean,Intend to be average,A
05 Oct 18,Fri,Blue peter,Unhappy boy's flag,A
05 Oct 18,Fri,Consulate,Diplomat orders tea at his place,D
05 Oct 18,Fri,Automaton,Tomato Una prepared for a robot,D
05 Oct 18,Fri,Hops,Shop around for beer ingredients,D
05 Oct 18,Fri,Steep,Pete's becoming unreasonable,D
05 Oct 18,Fri,Lodger,Old Reg goes out for PG,D
05 Oct 18,Fri,Nous,No American has common sense,D
05 Oct 18,Fri,Steer,Cattle drive?,D
05 Oct 18,Fri,Sabre,Bears upset by a sword,D
05 Oct 18,Fri,East ender,Soapy Londoner,D
05 Oct 18,Fri,Apartment,Tramp caught up in a tangled net in the room,D
05 Oct 18,Fri,Salad,South African boy's dish,D
05 Oct 18,Fri,Lustre,New rule about the saint's brilliance,D
05 Oct 18,Fri,Guile,Glue I use in crafty behaviour,D
05 Oct 18,Fri,Toil,Work to get a pound,D
05 Oct 18,Fri,Bede,Venerable saint,D
06 Oct 18,Sat,Glued,Made contact in a sticky situation,A
06 Oct 18,Sat,Tamable,Male bat can become domesticated,A
06 Oct 18,Sat,Outwear,Clothes for the open air apparently last longer,A
06 Oct 18,Sat,Tuned,Brought into harmony notably?,A
06 Oct 18,Sat,Hare,Marcher mad?,A
06 Oct 18,Sat,In the air,Uncertain after take-off,A
06 Oct 18,Sat,Feet,Measures cold when afraid,A
06 Oct 18,Sat,Cone,101 is a figure,A
06 Oct 18,Sat,All clear,Everybody certain it's a sign it's safe now,A
06 Oct 18,Sat,Free,Release without charge,A
06 Oct 18,Sat,Drake,Famous seaman who walked with a waddle?,A
06 Oct 18,Sat,Leisure,Lie about certain free time,A
06 Oct 18,Sat,Yielded,Made a productive submission?,A
06 Oct 18,Sat,Midst,Dunderhead in fog in the thick of things,A
06 Oct 18,Sat,Good husbandry,What should make the wife happy?,D
06 Oct 18,Sat,Utter,Speak outright?,D
06 Oct 18,Sat,Drew,Was attractive but didn't win - or lose,D
06 Oct 18,Sat,Tiring,"After taking it up, boxing is causing fatigue",D
06 Oct 18,Sat,Matchbox,Is it intended to contain strikers,D
06 Oct 18,Sat,Bandage,Dressing makes group look older,D
06 Oct 18,Sat,Endurance test,Trial of a hanger-on,D
06 Oct 18,Sat,Well read,Being cultured you and I will look at a book,D
06 Oct 18,Sat,Foliage,Go if ale spilt!' Leaves,D
06 Oct 18,Sat,Ballad,Put everything into very poor folk-song,D
06 Oct 18,Sat,Round,A slice in the ring?,D
06 Oct 18,Sat,Firm,Secure business house,D
08 Oct 18,Mon,Tripod,Do return after short journey which has three legs,A
08 Oct 18,Mon,Orange,Colour of circle on practice shooting area,A
08 Oct 18,Mon,Account,Current census report,A
08 Oct 18,Mon,Plain,"Flat land isn't beautiful, or ugly",A
08 Oct 18,Mon,Till,Cultivate ground up to the time when …,A
08 Oct 18,Mon,Onset,… breaking stone results in attack,A
08 Oct 18,Mon,Draft,Rough plan requires doctor at back of boat,A
08 Oct 18,Mon,Keen,Sharp partly to provoke enmity,A
08 Oct 18,Mon,Barge,Clumsily bump into boat,A
08 Oct 18,Mon,Reverie,Daydream takes minister to one of the Great Lakes,A
08 Oct 18,Mon,Defile,Pollute narrow valley,A
08 Oct 18,Mon,Rising,Getting up a revolt,A
08 Oct 18,Mon,Stealth,Furtive behaviour from the last shift,D
08 Oct 18,Mon,Lincoln,Green American president?,D
08 Oct 18,Mon,Bogus,Go back in public transport which isn't as stated,D
08 Oct 18,Mon,Prophet,Support the poor forecaster,D
08 Oct 18,Mon,In-law,Relative is member of legal profession?,D
08 Oct 18,Mon,Verne,Writer of clever new stories,D
08 Oct 18,Mon,Stand firm,Be resolute to tolerate company?,D
08 Oct 18,Mon,Briefly,Insect settles on cheese but not for long,D
08 Oct 18,Mon,Detroit,Tried to build city in USA,D
08 Oct 18,Mon,Undergo,Submit oneself to treatment using one drug,D
08 Oct 18,Mon,Abode,Sailor taking poem home,D
08 Oct 18,Mon,Craft,Boats requiring skill,D
08 Oct 18,Mon,Avoid,Stay clear of an empty space,D
09 Oct 18,Tue,Preserves,Jams ever spilt in the newspapers,A
09 Oct 18,Tue,Sub,Advance or reverse the vehicle,A
09 Oct 18,Tue,Incredulous,Could insure order is unbelieving,A
09 Oct 18,Tue,Ratatat,Knock and say goodbye to sailor who's returning,A
09 Oct 18,Tue,Local,A pound of coal ordered for the pub,A
09 Oct 18,Tue,Desire,Longing to reside elsewhere,A
09 Oct 18,Tue,Enrage,Anger a green revolutionary,A
09 Oct 18,Tue,World,Universal argument over a pound note,A
09 Oct 18,Tue,Marxist,Communist man's about right - it's new,A
09 Oct 18,Tue,Pocket money,An allowance to keep my con up,A
09 Oct 18,Tue,Doh,Note the brick-carrier's fallen over,A
09 Oct 18,Tue,Leastways,"At any rate a dead end, perhaps",A
09 Oct 18,Tue,Run,Manage to go fast,D
09 Oct 18,Tue,Erect,A hundred in the broken tree get upright,D
09 Oct 18,Tue,Vaults,Springs over the strongrooms,D
09 Oct 18,Tue,Swollen,Len's low somehow being puffed up,D
09 Oct 18,Tue,Association,Connection with society,D
09 Oct 18,Tue,Ebullient,Point to a new bulletin being exuberant,D
09 Oct 18,Tue,Catastrophe,One gets in to stop the car crash becoming a disaster,D
09 Oct 18,Tue,Rude words,Rudd swore wildly using these,D
09 Oct 18,Tue,Radical,I'd get Clara to change and become an extremist,D
09 Oct 18,Tue,Amoeba,Nothing in a crude beam but an organism,D
09 Oct 18,Tue,Remit,Send an order of merit,D
09 Oct 18,Tue,Ely,Completely finished city,D
10 Oct 18,Wed,Rioja,Brazilian port and Jamaica produce wine,A
10 Oct 18,Wed,Satanic,"Cast Ian out, being diabolical",A
10 Oct 18,Wed,Tillage,All I get in exchange for working the land,A
10 Oct 18,Wed,Aster,Some masterly way to produce a flower,A
10 Oct 18,Wed,Carpenters,Vehicle may present trouble for the craftsmen,A
10 Oct 18,Wed,Abstainers,They don't drink when the sailor is astern anyhow,A
10 Oct 18,Wed,Tuber,"Container the Queen has for a potato, perhaps",A
10 Oct 18,Wed,Carrier,Bag with a disease,A
10 Oct 18,Wed,Caramel,Sweet animal carries an artist,A
10 Oct 18,Wed,Yearn,Long time at the pole,A
10 Oct 18,Wed,Protestant,Object to the insect not being Catholic,D
10 Oct 18,Wed,Mould,Fungus-shape,D
10 Oct 18,Wed,Gaga,Crazy to return the silver twice,D
10 Oct 18,Wed,Asleep,"Please get out, I'm slumbering",D
10 Oct 18,Wed,Strainer,Leading soccer coach's riddle,D
10 Oct 18,Wed,Another,One more new design for a throne,D
10 Oct 18,Wed,Restaurant,Run star tea place or another eating-place,D
10 Oct 18,Wed,Anagrams,As ragman he has words made from others,D
10 Oct 18,Wed,Isobars,I get a brass ring confused with lines,D
10 Oct 18,Wed,Nicola,Can oil be upset by the girl,D
10 Oct 18,Wed,Rival,Religious instruction a girl takes concerning an adversary,D
10 Oct 18,Wed,Rays,The man's beams,D
11 Oct 18,Thu,User,It's sure to upset an employer,A
11 Oct 18,Thu,All the rage,Not mad about silver being fashionable,A
11 Oct 18,Thu,Desserts,Under pressure to return sweets,A
11 Oct 18,Thu,Cast,Expel the actors,A
11 Oct 18,Thu,Rig-out,"Outfit in which I grout, perhaps",A
11 Oct 18,Thu,Evince,Clearly show an English man,A
11 Oct 18,Thu,Agrees,Concurs that grease is spilt,A
11 Oct 18,Thu,Canine,The teeth of a dog,A
11 Oct 18,Thu,Hymn,"A song for the man, say",A
11 Oct 18,Thu,Tidiness,Order Denis to sit up,A
11 Oct 18,Thu,Speculates,Muses about clues Pa set wrongly,A
11 Oct 18,Thu,Tips,Points to gratuities,A
11 Oct 18,Thu,Sweepingly,How one might generalise and give the brush-off,D
11 Oct 18,Thu,Rats,Rodents doing a star-turn,D
11 Oct 18,Thu,Claret,Wine for the girl on the first table,D
11 Oct 18,Thu,Chaste,"Cheats perhaps, despite being decent",D
11 Oct 18,Thu,Traction,Drawing the cart into a new position,D
11 Oct 18,Thu,Felt,Touched the material,D
11 Oct 18,Thu,Second slip,Another mistake for the cricketer,D
11 Oct 18,Thu,Overnice,Too fastidious concerning a French resort,D
11 Oct 18,Thu,Settle,A seat put in order,D
11 Oct 18,Thu,Cadets,They're training to put a juniper tree on a backstreet,D
11 Oct 18,Thu,Hose,Stockings that might be filled with water,D
11 Oct 18,Thu,Nest,In which birds are sent out,D
12 Oct 18,Fri,Take in bad part,"Understand poor role, but be offended by it",A
12 Oct 18,Fri,Betrayed,Yet beard gave the secret away,A
12 Oct 18,Fri,Urge,Press surgeon to get rid of boy,A
12 Oct 18,Fri,Corset,Escort found wrong garment,A
12 Oct 18,Fri,One-off,Single reduction impossible to repeat,A
12 Oct 18,Fri,Stroll,Saunter to take last half of Swiss cake,A
12 Oct 18,Fri,Furore,Outcry over fur attracting Danish currency,A
12 Oct 18,Fri,Abut,Concerning nothing missing in border,A
12 Oct 18,Fri,Totality,Tatty oil used in its entirety,A
12 Oct 18,Fri,School of music,A noted place of learning,A
12 Oct 18,Fri,Make port,Produce wine so as to reach harbour?,D
12 Oct 18,Fri,Debris,Rubbish left by silly brides,D
12 Oct 18,Fri,Only,Merely some resolution lying on the table,D
12 Oct 18,Fri,Hands off,Don't touch while the workers are away!,D
12 Oct 18,Fri,Spruce,Neat tree,D
12 Oct 18,Fri,Brag,Boast lifted clothing,D
12 Oct 18,Fri,Tell-tale,Sneak gives story of legendary Swiss figure,D
12 Oct 18,Fri,First aid,Immediate help for the injured by steady character under tree,D
12 Oct 18,Fri,Option,"Choice of nothing, point out",D
12 Oct 18,Fri,Roll up,Arrive and form into a cylinder,D
12 Oct 18,Fri,Back,Reverse support,D
12 Oct 18,Fri,Tiff,"Really rigid, losing head in petty squabble",D
13 Oct 18,Sat,Breaker,Wave of destruction?,A
13 Oct 18,Sat,Grips,Tightly holds sprig,A
13 Oct 18,Sat,Bar,Obstruction found in pubs and the House of Commons,A
13 Oct 18,Sat,Transport,Conveyance to seventh heaven?,A
13 Oct 18,Sat,Part-singing,Not entirely chirping in harmony?,A
13 Oct 18,Sat,Undergrowth,Stuntedness of smaller plants in the wood?,A
13 Oct 18,Sat,Defective,Vice feted in faulty organisation,A
13 Oct 18,Sat,Man,Male chess piece,A
13 Oct 18,Sat,Astir,Rita's on the move,A
13 Oct 18,Sat,Assails,Attacks when leaving port?,A
13 Oct 18,Sat,Groan,Unhappy sound from organ,D
13 Oct 18,Sat,May,Tree of the month,D
13 Oct 18,Sat,Peer,One's equal in nobility?,D
13 Oct 18,Sat,Propagate,Reproduce support by a number of spectators,D
13 Oct 18,Sat,Sparing,Frugal with article in season,D
13 Oct 18,Sat,Indigo,One doing wrong colour,D
13 Oct 18,Sat,Daredevil,Reckless person lived up to the challenge,D
13 Oct 18,Sat,Tights,The reverse of slacks?,D
13 Oct 18,Sat,Inverse,Poetically on its head?,D
13 Oct 18,Sat,Rally,Get strength back in mass meeting,D
13 Oct 18,Sat,Vest,Undergarment in which to put money?,D
13 Oct 18,Sat,Day,It's 24 hours long - or only between sunrise and sunset,D
15 Oct 18,Mon,Coal cellar,"Depository filled by the fuel merchant, we hear",A
15 Oct 18,Mon,Coastline,It could be drawn to scale in shore demarcation,A
15 Oct 18,Mon,Minaret,The source of a call to prayer leading to a change in raiment,A
15 Oct 18,Mon,Optician,One qualified to improve your looks,A
15 Oct 18,Mon,Goon,He's a fool to advance,A
15 Oct 18,Mon,Decree,Creed modified by eastern order,A
15 Oct 18,Mon,Tom-tom,Two cats making a noise when beaten,A
15 Oct 18,Mon,Oars,Two can be handled by one in a row,A
15 Oct 18,Mon,Copybook,What the plagiarist may do is flawlessly executed,A
15 Oct 18,Mon,Showers,Unsettled weather for the exhibitors,A
15 Oct 18,Mon,Refer,Submit to the game warden with some hesitation,A
15 Oct 18,Mon,Underwater craft,Vessel showing the skill needed by the diver,A
15 Oct 18,Mon,Articles,It's clear indentures have been modified,D
15 Oct 18,Mon,Combat,Fight Communist with a club,D
15 Oct 18,Mon,Airport,Publicise dock area where landings are made,D
15 Oct 18,Mon,Accordions,Instruments providing harmony and strange unending noise,D
15 Oct 18,Mon,Tentmakers,Guys will support their products,D
15 Oct 18,Mon,Holy writ,"The Scriptures completely recorded, one hears",D
15 Oct 18,Mon,Cartoon,Drawing goods vehicle with nothing on,D
15 Oct 18,Mon,Bowsaw,Tool used for making archery equipment?,D
15 Oct 18,Mon,Offer,Be willing to remove the top from the money-box,D
15 Oct 18,Mon,Mere,In some restful stretch of water,D
16 Oct 18,Tue,Scarlet,Red castle rebuilt right in the middle,A
16 Oct 18,Tue,Prior,The previous deputy head of the monastery,A
16 Oct 18,Tue,Grave,Solemn accent,A
16 Oct 18,Tue,Deserts,Leaves from arid areas,A
16 Oct 18,Tue,Clairvoyant,Viola can try to become a fortune-teller,A
16 Oct 18,Tue,Sentimental,"Being emotional, dispatched one to rewrite a lament",A
16 Oct 18,Tue,Soprano,Upset parson with love for a singer,A
16 Oct 18,Tue,Crate,Box a rodent in church,A
16 Oct 18,Tue,Relay,The race is over early,A
16 Oct 18,Tue,Berated,Be valued but harshly scolded,A
16 Oct 18,Tue,Score,Notch up twenty,D
16 Oct 18,Tue,Grovel,The first girl to upset lover has to crawl,D
16 Oct 18,Tue,Bed,Sleeping place for the education graduate,D
16 Oct 18,Tue,Greedy,Avaricious journalist seen in colour,D
16 Oct 18,Tue,Content,Happy with the substance,D
16 Oct 18,Tue,Fervent,Passionate rewriting never seen in the Financial Times,D
16 Oct 18,Tue,Filming,Shooting stars?,D
16 Oct 18,Tue,Demoted,Indeed Thomas returned to be relegated,D
16 Oct 18,Tue,Thread,A terrible death of cotton,D
16 Oct 18,Tue,Abroad,An American girl overseas,D
16 Oct 18,Tue,Otter,The cockney's warmer creature,D
16 Oct 18,Tue,Pen,Enclosure for a swan?,D
17 Oct 18,Wed,Rose,Girl got up,A
17 Oct 18,Wed,Flat spin,Panic if plants disturbed,A
17 Oct 18,Wed,Allergy,Unusual sensitivity makes everything strangely grey,A
17 Oct 18,Wed,Koran,Sacred writings in one book or another,A
17 Oct 18,Wed,Pleasure trip,Jaunt that could result in fall?,A
17 Oct 18,Wed,Affair,The business of a very loud tune,A
17 Oct 18,Wed,Off day,Not a happy break from duty?,A
17 Oct 18,Wed,Long division,No short boundary in arithmetic process,A
17 Oct 18,Wed,Mango,Chap has to leave to get fruit,A
17 Oct 18,Wed,Dahlias,Has laid out flowers,A
17 Oct 18,Wed,Greenery,Plants produced by less experienced youth leader?,A
17 Oct 18,Wed,This,What we have here is a bit of ancient history,A
17 Oct 18,Wed,Reappear,Emerge again to harvest fruit,D
17 Oct 18,Wed,Solve,"Find the answer, the only one with 5 in",D
17 Oct 18,Wed,Layers,Egg-producing strata?,D
17 Oct 18,Wed,Take to flight,Run away to find enjoyment in air travel?,D
17 Oct 18,Wed,Parried,Warded off rider mistakenly chasing father,D
17 Oct 18,Wed,Nine,A number of men in exile,D
17 Oct 18,Wed,Dressing down,A scolding because the bandage has slipped?,D
17 Oct 18,Wed,Hypnosis,Spy on his state of trance,D
17 Oct 18,Wed,Flounce,Sudden angry move reveals ornamental strip on dress,D
17 Oct 18,Wed,Hinder,Obstruct nearer the back,D
17 Oct 18,Wed,Irish,Girl with hot head from the Emerald Isle,D
17 Oct 18,Wed,Smug,Gums up through being complacent,D
18 Oct 18,Thu,Haberdasher,Could the growth of his business be described as ribbon development?,A
18 Oct 18,Thu,Fingertip,"The end of the index, maybe",A
18 Oct 18,Thu,Heron,Winger observed among other ones,A
18 Oct 18,Thu,Masseur,Mother's sure to be affected by the manipulator,A
18 Oct 18,Thu,Puffer,One who smokes no longer employed on most railways,A
18 Oct 18,Thu,Artist,He goes to the pictures to work,A
18 Oct 18,Thu,Largely,Surprisingly all grey for the most part,A
18 Oct 18,Thu,On the run,Describing the fugitive taking part in the marathon,A
18 Oct 18,Thu,Ginger ale,Mix real egg in this drink,A
18 Oct 18,Thu,tie,Put some restriction on cup match,A
18 Oct 18,Thu,Gastroscope,Internal examiner in the medical school?,A
18 Oct 18,Thu,Ann,She is featured in a European newspaper,D
18 Oct 18,Thu,Elfin,Describing the first of the fairies in disorderly line,D
18 Oct 18,Thu,Denims,I'd men's overalls restyled,D
18 Oct 18,Thu,Spenser,"Edmund, the first of the scribes to think in French!",D
18 Oct 18,Thu,Extremist,Certainly no middleman!,D
18 Oct 18,Thu,Archipelago,"With cheap rail arrangement, depart for many islands",D
18 Oct 18,Thu,Spirit level,This indicates any inclination from the astral plane,D
18 Oct 18,Thu,Referenda,Allude to the conclusion with a number of plebiscites,D
18 Oct 18,Thu,Element,Basic substance used for heating,D
18 Oct 18,Thu,Dynamo,Don may break the generator,D
18 Oct 18,Thu,Oleic,Concerned with the lubricant coming from the borehole I closed,D
18 Oct 18,Thu,Top,Shoot up to the summit,D
19 Oct 18,Fri,Boorish,"The hobo, sir, is horribly ill-mannered",A
19 Oct 18,Fri,Enigma,Game in disorder - it's difficult to solve,A
19 Oct 18,Fri,Fencing,Enclosing an area for swordplay,A
19 Oct 18,Fri,Repast,The right paste mixture for a meal,A
19 Oct 18,Fri,Screen,Protect the viewing panel,A
19 Oct 18,Fri,Slap-dash,This is careless work - smack with verve,A
19 Oct 18,Fri,Pleasure,What the defendant advances with certain satisfaction,A
19 Oct 18,Fri,Panama,Both parents going round an American location,A
19 Oct 18,Fri,Normal,Ordinary standard a learner follows,A
19 Oct 18,Fri,Stilted,Pompous description of high-steppers,A
19 Oct 18,Fri,Citron,"Being a source of vitamin C, it is found in a variety of corn",A
19 Oct 18,Fri,Planets,"About the end of the flight, aircraft seen in the heavens",A
19 Oct 18,Fri,Heiress,Female with prospects?,D
19 Oct 18,Fri,Display,The show consists of underworld drama,D
19 Oct 18,Fri,Amused,Diverted by the destruction of Medusa,D
19 Oct 18,Fri,Overshoe,Surplus footwear?,D
19 Oct 18,Fri,Record,Make a note of an unsurpassed achievement,D
19 Oct 18,Fri,Sunset,"Time for us to return to the nest, maybe",D
19 Oct 18,Fri,Apparent,It's clear Papa is upset over payment for accommodation,D
19 Oct 18,Fri,Summary,Precis dealt with on the spot,D
19 Oct 18,Fri,Decline,Refuse to show signs of senility,D
19 Oct 18,Fri,Pastel,Days of old shown by the Spanish drawing,D
19 Oct 18,Fri,Fall in,"The first of the few, quite exhausted, go on parade",D
19 Oct 18,Fri,Adonis,A lecturer is a handsome type,D
20 Oct 18,Sat,Right wingers,Conservative birds?,A
20 Oct 18,Sat,Shelf,Quiet fairy provides resting place for the unwooed,A
20 Oct 18,Sat,Amble,Stroll out with Mabel,A
20 Oct 18,Sat,Rag,Bit of cloth provides fun for students,A
20 Oct 18,Sat,Pimpernel,Novel scarlet flower,A
20 Oct 18,Sat,Tassel,Steals ornamental bunch of threads,A
20 Oct 18,Sat,Thorny,Prickly Norse god went to New York,A
20 Oct 18,Sat,To the last,Where the cobbler went till he died?,A
20 Oct 18,Sat,Tip,Hint where to put the rubbish,A
20 Oct 18,Sat,Paste,A step dough production,A
20 Oct 18,Sat,Links,Golfing connections,A
20 Oct 18,Sat,Red-letter day,Time for corresponding celebration?,A
20 Oct 18,Sat,Revert to type,Be atavistic and resume use of letterpress?,D
20 Oct 18,Sat,Toe,Digit pointing East,D
20 Oct 18,Sat,Infamy,"Many, if astray, reap public disgrace",D
20 Oct 18,Sat,Grapeshot,Fruit from the oven firing?,D
20 Oct 18,Sat,Robin,Hood put on this bird by outlaw,D
20 Oct 18,Sat,Feel sympathy,Half-empty? Yes - have a sense of pity!,D
20 Oct 18,Sat,Sages,Wise men spending a very long time in a ship,D
20 Oct 18,Sat,Piecemeal,Flour taken a bit at a time?,D
20 Oct 18,Sat,Rites,Just claims heard for ceremonies,D
20 Oct 18,Sat,Hamlet,Village play,D
20 Oct 18,Sat,Taste,Judge the flavour of it as terrible,D
20 Oct 18,Sat,Nee,Showing the maiden name of one Englishwoman,D
22 Oct 18,Mon,Innate,Had a meal at a hotel - it's natural,A
22 Oct 18,Mon,Mascot,Lucky charm for a mare at the racecourse,A
22 Oct 18,Mon,Johann Strauss,Viennese writer of note,A
22 Oct 18,Mon,Release,Concerning a property contract that's free,A
